Class_id,Folder_name,Class_name,Train_Image_cnt,Val_Image_cnt,,,,
642,n02277742,ringlet,1300,50,,,,
643,n02279972,monarch,1300,50,,,,
644,n02280649,cabbage_butterfly,1300,50,,,,
645,n02281406,sulphur_butterfly,1300,50,,,,
646,n02281787,lycaenid,1300,50,,,,
647,n01910747,jellyfish,1300,50,,,,
648,n01914609,sea_anemone,1300,50,,,,
649,n01917289,brain_coral,1300,50,,,,
650,n01924916,flatworm,1300,50,,,,
651,n01930112,nematode,1300,50,,,,
652,n01943899,conch,1300,50,,,,
653,n01944390,snail,1300,50,,,,
654,n01945685,slug,1300,50,,,,
655,n01950731,sea_slug,1300,50,,,,
656,n01955084,chiton,1300,50,,,,
657,n02319095,sea_urchin,1300,50,,,,
658,n02321529,sea_cucumber,1300,50,,,,
659,n03584829,iron,1300,50,,,,
660,n03297495,espresso_maker,1136,50,,,,
661,n03761084,microwave,1300,50,,,,
662,n03259280,Dutch_oven,1300,50,,,,
663,n04111531,rotisserie,1300,50,,,,
664,n04442312,toaster,1300,50,,,,
665,n04542943,waffle_iron,1137,50,,,,
666,n04517823,vacuum,1300,50,,,,
667,n03207941,dishwasher,1300,50,,,,
668,n04070727,refrigerator,1300,50,,,,
669,n04554684,washer,1300,50,,,,
670,n03133878,Crock_Pot,1187,50,,,,
671,n03400231,frying_pan,1222,50,,,,
672,n04596742,wok,1300,50,,,,
673,n02939185,caldron,1300,50,,,,
674,n03063689,coffeepot,1300,50,,,,
675,n04398044,teapot,1300,50,,,,
676,n04270147,spatula,1300,50,,,,
677,n02699494,altar,1300,50,,,,
678,n04486054,triumphal_arch,1300,50,,,,
679,n03899768,patio,1152,50,,,,
680,n04311004,steel_arch_bridge,1153,50,,,,
681,n04366367,suspension_bridge,1300,50,,,,
682,n04532670,viaduct,1300,50,,,,
683,n02793495,barn,1300,50,,,,
684,n03457902,greenhouse,1300,50,,,,
685,n03877845,palace,1300,50,,,,
686,n03781244,monastery,1155,50,,,,
687,n03661043,library,1300,50,,,,
688,n02727426,apiary,1300,50,,,,
689,n02859443,boathouse,1300,50,,,,
690,n03028079,church,1300,50,,,,
691,n03788195,mosque,1300,50,,,,
692,n04346328,stupa,1300,50,,,,
693,n03956157,planetarium,1270,50,,,,
694,n04081281,restaurant,1300,50,,,,
695,n03032252,cinema,1300,50,,,,
696,n03529860,home_theater,1300,50,,,,
697,n03697007,lumbermill,1300,50,,,,
698,n03065424,coil,1300,50,,,,
699,n03837869,obelisk,1300,50,,,,
700,n04458633,totem_pole,1300,50,,,,
701,n02980441,castle,1300,50,,,,
702,n04005630,prison,1300,50,,,,
703,n03461385,grocery_store,1300,50,,,,
704,n02776631,bakery,1300,50,,,,
705,n02791270,barbershop,1300,50,,,,
706,n02871525,bookshop,1300,50,,,,
707,n02927161,butcher_shop,1300,50,,,,
708,n03089624,confectionery,1300,50,,,,
709,n04200800,shoe_shop,1300,50,,,,
710,n04443257,tobacco_shop,1250,50,,,,
711,n04462240,toyshop,1300,50,,,,
712,n03388043,fountain,1300,50,,,,
713,n03042490,cliff_dwelling,1300,50,,,,
714,n04613696,yurt,1300,50,,,,
715,n03216828,dock,1211,50,,,,
716,n02892201,brass,1300,50,,,,
717,n03743016,megalith,1300,50,,,,
718,n02788148,bannister,1300,50,,,,
719,n02894605,breakwater,1300,50,,,,
720,n03160309,dam,1300,50,,,,
721,n03000134,chainlink_fence,1300,50,,,,
722,n03930313,picket_fence,1300,50,,,,
723,n04604644,worm_fence,1300,50,,,,
724,n04326547,stone_wall,1300,50,,,,
725,n03459775,grille,1300,50,,,,
726,n04239074,sliding_door,1300,50,,,,
727,n04501370,turnstile,1300,50,,,,
728,n03792972,mountain_tent,1300,50,,,,
729,n04149813,scoreboard,1300,50,,,,
730,n03530642,honeycomb,1300,50,,,,
731,n03961711,plate_rack,1053,50,,,,
732,n03903868,pedestal,1156,50,,,,
733,n02814860,beacon,1300,50,,,,
734,n07711569,mashed_potato,1300,50,,,,
735,n07720875,bell_pepper,1300,50,,,,
736,n07714571,head_cabbage,1300,50,,,,
737,n07714990,broccoli,1300,50,,,,
738,n07715103,cauliflower,1300,50,,,,
739,n07716358,zucchini,1300,50,,,,
740,n07716906,spaghetti_squash,1239,50,,,,
741,n07717410,acorn_squash,1300,50,,,,
742,n07717556,butternut_squash,1300,50,,,,
743,n07718472,cucumber,1300,50,,,,
744,n07718747,artichoke,1300,50,,,,
745,n07730033,cardoon,1125,50,,,,
746,n07734744,mushroom,1300,50,,,,
747,n04209239,shower_curtain,1300,50,,,,
748,n03594734,jean,1300,50,,,,
749,n02971356,carton,1300,50,,,,
750,n03485794,handkerchief,1300,50,,,,
751,n04133789,sandal,1300,50,,,,
752,n02747177,ashcan,1300,50,,,,
753,n04125021,safe,1029,50,,,,
754,n07579787,plate,1300,50,,,,
755,n03814906,necklace,1300,50,,,,
756,n03134739,croquet_ball,1300,50,,,,
757,n03404251,fur_coat,1300,50,,,,
758,n04423845,thimble,1300,50,,,,
759,n03877472,pajama,1300,50,,,,
760,n04120489,running_shoe,1300,50,,,,
761,n03062245,cocktail_shaker,1154,50,,,,
762,n03014705,chest,1300,50,,,,
763,n03717622,manhole_cover,1300,50,,,,
764,n03777754,modem,1149,50,,,,
765,n04493381,tub,1300,50,,,,
766,n04476259,tray,1300,50,,,,
767,n02777292,balance_beam,1300,50,,,,
768,n07693725,bagel,1300,50,,,,
769,n03998194,prayer_rug,1300,50,,,,
770,n03617480,kimono,1300,50,,,,
771,n07590611,hot_pot,1149,50,,,,
772,n04579145,whiskey_jug,1055,50,,,,
773,n03623198,knee_pad,1300,50,,,,
774,n07248320,book_jacket,1154,50,,,,
775,n04277352,spindle,1300,50,,,,
776,n04229816,ski_mask,1300,50,,,,
777,n02823428,beer_bottle,1300,50,,,,
778,n03127747,crash_helmet,1300,50,,,,
779,n02877765,bottlecap,1300,50,,,,
780,n04435653,tile_roof,1300,50,,,,
781,n03724870,mask,1300,50,,,,
782,n03710637,maillot,1300,50,,,,
783,n03920288,Petri_dish,962,50,,,,
784,n03379051,football_helmet,1300,50,,,,
785,n02807133,bathing_cap,1300,50,,,,
786,n04399382,teddy,1300,50,,,,
787,n03527444,holster,1300,50,,,,
788,n03983396,pop_bottle,1300,50,,,,
789,n03924679,photocopier,1300,50,,,,
790,n04532106,vestment,1300,50,,,,
791,n06785654,crossword_puzzle,1300,50,,,,
792,n03445777,golf_ball,1300,50,,,,
793,n07613480,trifle,1300,50,,,,
794,n04350905,suit,1300,50,,,,
795,n04562935,water_tower,1300,50,,,,
796,n03325584,feather_boa,1300,50,,,,
797,n03045698,cloak,1029,50,,,,
798,n07892512,red_wine,1300,50,,,,
799,n03250847,drumstick,1300,50,,,,
800,n04192698,shield,1300,50,,,,
801,n03026506,Christmas_stocking,1300,50,,,,
802,n03534580,hoopskirt,1300,50,,,,
803,n07565083,menu,1300,50,,,,
804,n04296562,stage,1300,50,,,,
805,n02869837,bonnet,1300,50,,,,
806,n07871810,meat_loaf,1300,50,,,,
807,n02799071,baseball,1300,50,,,,
808,n03314780,face_powder,1153,50,,,,
809,n04141327,scabbard,1300,50,,,,
810,n04357314,sunscreen,1217,50,,,,
811,n02823750,beer_glass,1300,50,,,,
812,n13052670,hen-of-the-woods,1300,50,,,,
813,n07583066,guacamole,1300,50,,,,
814,n03637318,lampshade,1300,50,,,,
815,n04599235,wool,1300,50,,,,
816,n07802026,hay,1300,50,,,,
817,n02883205,bow_tie,1300,50,,,,
818,n03709823,mailbag,1300,50,,,,
819,n04560804,water_jug,1300,50,,,,
820,n02909870,bucket,1300,50,,,,
821,n03207743,dishrag,1300,50,,,,
822,n04263257,soup_bowl,1300,50,,,,
823,n07932039,eggnog,1193,50,,,,
824,n03786901,mortar,1300,50,,,,
825,n04479046,trench_coat,1053,50,,,,
826,n03873416,paddle,1300,50,,,,
827,n02999410,chain,1300,50,,,,
828,n04367480,swab,1300,50,,,,
829,n03775546,mixing_bowl,1300,50,,,,
830,n07875152,potpie,1300,50,,,,
831,n04591713,wine_bottle,1300,50,,,,
832,n04201297,shoji,1249,50,,,,
833,n02916936,bulletproof_vest,1176,50,,,,
834,n03240683,drilling_platform,1300,50,,,,
835,n02840245,binder,1300,50,,,,
836,n02963159,cardigan,1300,50,,,,
837,n04370456,sweatshirt,931,50,,,,
838,n03991062,pot,1300,50,,,,
839,n02843684,birdhouse,1300,50,,,,
840,n03482405,hamper,1300,50,,,,
841,n03942813,ping-pong_ball,1282,50,,,,
842,n03908618,pencil_box,1300,50,,,,
843,n03902125,pay-phone,1300,50,,,,
844,n07584110,consomme,1207,50,,,,
845,n02730930,apron,1300,50,,,,
846,n04023962,punching_bag,1247,50,,,,
847,n02769748,backpack,1300,50,,,,
848,n10148035,groom,1300,50,,,,
849,n02817516,bearskin,1209,50,,,,
850,n03908714,pencil_sharpener,1300,50,,,,
851,n02906734,broom,1300,50,,,,
852,n03788365,mosquito_net,1300,50,,,,
853,n02667093,abaya,1300,50,,,,
854,n03787032,mortarboard,1300,50,,,,
855,n03980874,poncho,1300,50,,,,
856,n03141823,crutch,1300,50,,,,
857,n03976467,Polaroid_camera,1300,50,,,,
858,n04264628,space_bar,1045,50,,,,
859,n07930864,cup,1300,50,,,,
860,n04039381,racket,1300,50,,,,
861,n06874185,traffic_light,1300,50,,,,
862,n04033901,quill,1300,50,,,,
863,n04041544,radio,1300,50,,,,
864,n07860988,dough,1300,50,,,,
865,n03146219,cuirass,1300,50,,,,
866,n03763968,military_uniform,1300,50,,,,
867,n03676483,lipstick,1300,50,,,,
868,n04209133,shower_cap,1300,50,,,,
869,n03782006,monitor,1300,50,,,,
870,n03857828,oscilloscope,1300,50,,,,
871,n03775071,mitten,1300,50,,,,
872,n02892767,brassiere,1300,50,,,,
873,n07684084,French_loaf,1300,50,,,,
874,n04522168,vase,1300,50,,,,
875,n03764736,milk_can,1097,50,,,,
876,n04118538,rugby_ball,1300,50,,,,
877,n03887697,paper_towel,1300,50,,,,
878,n13044778,earthstar,1300,50,,,,
879,n03291819,envelope,1300,50,,,,
880,n03770439,miniskirt,1300,50,,,,
881,n03124170,cowboy_hat,1300,50,,,,
882,n04487081,trolleybus,1300,50,,,,
883,n03916031,perfume,1300,50,,,,
884,n02808440,bathtub,1300,50,,,,
885,n07697537,hotdog,1300,50,,,,
886,n12985857,coral_fungus,1300,50,,,,
887,n02917067,bullet_train,1300,50,,,,
888,n03938244,pillow,1300,50,,,,
889,n15075141,toilet_tissue,,1300,,,,
890,n02978881,cassette,1186,50,,,,
891,n02966687,carpenter's_kit,1300,50,,,,
892,n03633091,ladle,1300,50,,,,
893,n13040303,stinkhorn,1300,50,,,,
894,n03690938,lotion,1272,50,,,,
895,n03476991,hair_spray,980,50,,,,
896,n02669723,academic_gown,1300,50,,,,
897,n03220513,dome,1300,50,,,,
898,n03127925,crate,1300,50,,,,
899,n04584207,wig,1300,50,,,,
900,n07880968,burrito,1300,50,,,,
901,n03937543,pill_bottle,1300,50,,,,
902,n03000247,chain_mail,1300,50,,,,
903,n04418357,theater_curtain,1264,50,,,,
904,n04590129,window_shade,1300,50,,,,
905,n02795169,barrel,1300,50,,,,
906,n04553703,washbasin,1300,50,,,,
907,n02783161,ballpoint,1236,50,,,,
908,n02802426,basketball,1300,50,,,,
909,n02808304,bath_towel,1300,50,,,,
910,n03124043,cowboy_boot,1300,50,,,,
911,n03450230,gown,1300,50,,,,
912,n04589890,window_screen,1300,50,,,,
913,n12998815,agaric,1300,50,,,,
914,n02992529,cellular_telephone,1300,50,,,,
915,n03825788,nipple,1300,50,,,,
916,n02790996,barbell,1300,50,,,,
917,n03710193,mailbox,1300,50,,,,
918,n03630383,lab_coat,1300,50,,,,
919,n03347037,fire_screen,1300,50,,,,
920,n03769881,minibus,1300,50,,,,
921,n03871628,packet,1300,50,,,,
922,n03733281,maze,1300,50,,,,
923,n03976657,pole,1300,50,,,,
924,n03535780,horizontal_bar,1300,50,,,,
925,n04259630,sombrero,1300,50,,,,
926,n03929855,pickelhaube,1300,50,,,,
927,n04049303,rain_barrel,1300,50,,,,
928,n04548362,wallet,1300,50,,,,
929,n02979186,cassette_player,1300,50,,,,
930,n06596364,comic_book,1300,50,,,,
931,n03935335,piggy_bank,1300,50,,,,
932,n06794110,street_sign,1300,50,,,,
933,n02825657,bell_cote,1300,50,,,,
934,n03388183,fountain_pen,1300,50,,,,
935,n04591157,Windsor_tie,1213,50,,,,
936,n04540053,volleyball,1300,50,,,,
937,n03866082,overskirt,1005,50,,,,
938,n04136333,sarong,1300,50,,,,
939,n04026417,purse,1300,50,,,,
940,n02865351,bolo_tie,1300,50,,,,
941,n02834397,bib,1300,50,,,,
942,n03888257,parachute,1300,50,,,,
943,n04235860,sleeping_bag,1300,50,,,,
944,n04404412,television,1300,50,,,,
945,n04371430,swimming_trunks,1300,50,,,,
946,n03733805,measuring_cup,1300,50,,,,
947,n07920052,espresso,1300,50,,,,
948,n07873807,pizza,1300,50,,,,
949,n02895154,breastplate,1300,50,,,,
950,n04204238,shopping_basket,1300,50,,,,
951,n04597913,wooden_spoon,1300,50,,,,
952,n04131690,saltshaker,1300,50,,,,
953,n07836838,chocolate_sauce,1300,50,,,,
954,n09835506,ballplayer,1300,50,,,,
955,n03443371,goblet,1300,50,,,,
956,n13037406,gyromitra,1300,50,,,,
957,n04336792,stretcher,1300,50,,,,
958,n04557648,water_bottle,1300,50,,,,
959,n03187595,dial_telephone,1300,50,,,,
960,n04254120,soap_dispenser,1300,50,,,,
961,n03595614,jersey,1285,50,,,,
962,n04146614,school_bus,1300,50,,,,
963,n03598930,jigsaw_puzzle,1300,50,,,,
964,n03958227,plastic_bag,1069,50,,,,
965,n04069434,reflex_camera,1300,50,,,,
966,n03188531,diaper,1300,50,,,,
967,n02786058,Band_Aid,1300,50,,,,
968,n07615774,ice_lolly,1300,50,,,,
969,n04525038,velvet,1062,50,,,,
970,n04409515,tennis_ball,1300,50,,,,
971,n03424325,gasmask,1300,50,,,,
972,n03223299,doormat,1300,50,,,,
973,n03680355,Loafer,1137,50,,,,
974,n07614500,ice_cream,1300,50,,,,
975,n07695742,pretzel,1300,50,,,,
976,n04033995,quilt,1300,50,,,,
977,n03710721,maillot,1300,50,,,,
978,n04392985,tape_player,1300,50,,,,
979,n03047690,clog,1300,50,,,,
980,n03584254,iPod,1300,50,,,,
981,n13054560,bolete,1300,50,,,,
982,n10565667,scuba_diver,1300,50,,,,
983,n03950228,pitcher,1300,50,,,,
984,n03729826,matchstick,1300,50,,,,
985,n02837789,bikini,1300,50,,,,
986,n04254777,sock,1300,50,,,,
987,n02988304,CD_player,1300,50,,,,
988,n03657121,lens_cap,1300,50,,,,
989,n04417672,thatch,1300,50,,,,
990,n04523525,vault,1300,50,,,,
991,n02815834,beaker,1300,50,,,,
992,n09229709,bubble,1300,50,,,,
993,n07697313,cheeseburger,1300,50,,,,
994,n03888605,parallel_bars,1300,50,,,,
995,n03355925,flagpole,1300,50,,,,
996,n03063599,coffee_mug,1300,50,,,,
997,n04116512,rubber_eraser,1300,50,,,,
998,n04325704,stole,1300,50,,,,
999,n07831146,carbonara,1300,50,,,,
1000,n03255030,dumbbell,1300,50,,,,
